name,eco,fen,moves
"King's Gambit Accepted: Bishop's Gambit, Chigorin's Attack",C33,rnb1kbnr/ppp2p1p/8/3B2p1/4Pp1q/6P1/PPPP3P/RNBQ1KNR b kq,  e4 e5   f4 exf4   Bc4 Qh4+   Kf1 d5   Bxd5 g5   g3
"King's Gambit Accepted: Bishop's Gambit, Classical Defense",C33,rnb1k2r/ppppnpbp/8/6p1/2BPPp1q/2N5/PPP3PP/R1BQ1KNR w kq,  e4 e5   f4 exf4   Bc4 Qh4+   Kf1 Ne7   Nc3 g5   d4 Bg7
"King's Gambit Accepted: Bishop's Gambit, Classical Defense: Cozio Attack",C33,rnb1kbnr/pppp1p1p/8/6p1/2B1Pp1q/5Q2/PPPP2PP/RNB2KNR b kq,  e4 e5   f4 exf4   Bc4 Qh4+   Kf1 g5   Qf3
"King's Gambit Accepted: Bishop's Gambit, Fraser Variation",C33,rnb1k1nr/pppp1pbp/8/6p1/2B1P2q/2N2Qp1/PPPP3P/R1B2KNR b kq,  e4 e5   f4 exf4   Bc4 Qh4+   Kf1 g5   Nc3 Bg7   g3 fxg3   Qf3
"King's Gambit Accepted: Bishop's Gambit, Grimm Attack",C33,rnb1k1nr/ppp2pbp/3p4/4P1p1/2BP1p1q/2N5/PPP3PP/R1BQ1KNR b kq,  e4 e5   f4 exf4   Bc4 Qh4+   Kf1 g5   Nc3 Bg7   d4 d6   e5
"King's Gambit Accepted: Bishop's Gambit, McDonnell Attack",C33,rnb1k1nr/pppp1pbp/8/6p1/2B1Pp1q/2N3P1/PPPP3P/R1BQ1KNR b kq,  e4 e5   f4 exf4   Bc4 Qh4+   Kf1 g5   Nc3 Bg7   g3
"King's Gambit Accepted: Bishop's Gambit, Paulsen Attack",C33,rnbqk2r/pppp1ppp/5n2/4P3/1bB2p2/2N5/PPPP2PP/R1BQK1NR b KQkq,  e4 e5   f4 exf4   Bc4 Nf6   Nc3 Bb4   e5
"King's Gambit Accepted: Bishop's Gambit, Steinitz Defense",C33,rnbqkb1r/ppppnppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 Ne7
"King's Gambit Accepted: Cunningham, Bertin Gambit",C35,rnbqk1nr/pppp1ppp/8/8/2B1Pp1b/5NP1/PPPP3P/RNBQK2R b KQkq,  e4 e5   f4 exf4   Nf3 Be7   Bc4 Bh4+   g3
King's Gambit Accepted: Ghulam-Kassim Gambit,C37,rnbqkbnr/pppp1p1p/8/8/2BPPpp1/5N2/PPP3PP/RNBQK2R b KQkq,  e4 e5   f4 exf4   Nf3 g5   Bc4 g4   d4
King's Gambit Accepted: Greco Gambit,C38,rnbqk1nb/pp3p2/2pp4/4N1p1/2BPPp2/2N5/PPP3P1/R1BQK3 b Qq,  e4 e5   f4 exf4   Nf3 g5   Bc4 Bg7   h4 h6   d4 d6   Nc3 c6   hxg5 hxg5   Rxh8 Bxh8   Ne5
"King's Gambit Accepted: Kieseritzky, Berlin Defense: de Riviere Variation",C39,rnbqkb1r/ppp2p1p/5n2/3p4/4PpNP/8/PPPP2P1/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 Nf6   Nxg4 d5
"King's Gambit Accepted: Kieseritzky, Brentano Defense",C39,rnbqkb1r/ppp2p1p/5n2/3pN3/3PPBpP/8/PPP3P1/RN1QKB1R b KQkq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 d5   d4 Nf6   Bxf4
"King's Gambit Accepted: Kieseritzky, Brentano Defense: Caro Variation",C39,rnbqkb1r/ppp2p1p/8/3pN3/3PnBpP/8/PPPN2P1/R2QKB1R b KQkq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 d5   d4 Nf6   Bxf4 Nxe4   Nd2
"King's Gambit Accepted: Kieseritzky, Brentano Defense: Kaplanek Variation",C39,rnb1k2r/ppp2p1p/5n2/3qN3/1b1P1ppP/2N5/PPP2KP1/R1BQ1B1R b kq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 d5   d4 Nf6   exd5 Qxd5   Nc3 Bb4   Kf2
"King's Gambit Accepted: Kieseritzky, Long Whip Defense: Jaenisch Variation",C39,rnbqk1n1/pppp1p1r/7b/4N2p/2BPPppP/2N5/PPP3P1/R1BQK2R b KQq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 h5   Bc4 Rh7   d4 Bh6   Nc3
"King's Gambit Accepted: Kieseritzky, Polerio Defense",C39,rnbqk1nr/ppppbp1p/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 Be7
"King's Gambit Accepted: Kieseritzky, Rice Gambit",C39,rnbqk2r/ppp2p1p/3b1n2/3PN3/2B2ppP/8/PPPP2P1/RNBQ1RK1 b kq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 Nf6   Bc4 d5   exd5 Bd6   O-O
"King's Gambit Accepted: Kieseritzky, Salvio Defense: Cozio Variation",C39,rnb1kbnr/ppppq2p/8/4Np2/2BPPppP/8/PPP3P1/RNBQK2R b KQkq,  e4 e5   f4 exf4   Nf3 g5   h4 g4   Ne5 Qe7   d4 f5   Bc4
King's Gambit Accepted: King Knight's Gambit,C37,rnbqkbnr/pppp1p1p/8/6p1/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 g5
"King's Gambit Accepted: King Knight's Gambit, 3. Nf3 g5 4. h4",C39,rnbqkbnr/pppp1p1p/8/6p1/4Pp1P/5N2/PPPP2P1/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nf3 g5   h4
"King's Gambit Accepted: Lolli Gambit, Young Variation",C37,rnb2bnr/pppp1k1p/5q2/8/4Pp2/2N1BQ2/PPP3PP/R4RK1 b -,  e4 e5   f4 exf4   Nf3 g5   Bc4 g4   Bxf7+ Kxf7   O-O gxf3   Qxf3 Qf6   d4 Qxd4+   Be3 Qf6   Nc3
"King's Gambit Accepted: Lopez-Gianutio Countergambit, Hein Variation",C33,rnbk1bnr/pppp2pp/8/8/2B1pp1q/2N5/PPPPQ1PP/R1BK2NR w -,  e4 e5   f4 exf4   Bc4 f5   Qe2 Qh4+   Kd1 fxe4   Nc3 Kd8
King's Gambit Accepted: Modern Defense,C36,rnbqkbnr/ppp2ppp/8/3P4/5p2/5N2/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nf3 d5   exd5
"King's Gambit Accepted: Muzio Gambit, Holloway Defense",C37,r1bqkbnr/pppp1p1p/2n5/8/2B1Pp2/5Q2/PPPP2PP/RNB2RK1 w kq,  e4 e5   f4 exf4   Nf3 g5   Bc4 g4   O-O gxf3   Qxf3 Nc6
"King's Gambit Accepted: Muzio Gambit, Kling and Horwitz Counterattack",C37,rnb1kbnr/ppppqp1p/8/8/2B1Ppp1/5N2/PPPP2PP/RNBQ1RK1 w kq,  e4 e5   f4 exf4   Nf3 g5   Bc4 g4   O-O Qe7
"King's Gambit Accepted: Salvio Gambit, Anderssen Counterattack",C37,rnb1kb1r/ppp2p1p/3p3n/4N3/2BPPppq/8/PPP3PP/RNBQ1K1R w kq,  e4 e5   f4 exf4   Nf3 g5   Bc4 g4   Ne5 Qh4+   Kf1 Nh6   d4 d6
King's Gambit Accepted: Schurig Gambit,C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/3B4/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   f4 exf4   Bd3
King's Gambit Accepted: Silberschmidt Gambit,C37,rnb1kb1r/pppp1p1p/7n/4N3/2BPP1pq/5p2/PPP3PP/RNBQ1K1R w kq,  e4 e5   f4 exf4   Nf3 g5   Bc4 g4   Ne5 Qh4+   Kf1 Nh6   d4 f3
King's Gambit Accepted: Soerensen Gambit,C37,rnbqkbnr/pppp1p1p/8/4N3/3PPpp1/8/PPP3PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nf3 g5   d4 g4   Ne5
"King's Gambit Declined, Classical Variation",C30,rnbqk1nr/pppp1ppp/8/2b1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Bc5
"King's Gambit Declined, Classical Variation, 3. Nf3 d6 4. c3",C30,rnbqk1nr/ppp2ppp/3p4/2b1p3/4PP2/2P2N2/PP1P2PP/RNBQKB1R b KQkq,  e4 e5   f4 Bc5   Nf3 d6   c3
"King's Gambit Declined, Classical Variation, Euwe Attack",C30,rn1qk1nr/ppp2ppp/8/2b1p3/Q3P1b1/2P2N2/PP1P2PP/RNB1KB1R b KQkq,  e4 e5   f4 Bc5   Nf3 d6   c3 Bg4   fxe5 dxe5   Qa4+
"King's Gambit Declined, Classical Variation, Rotlewi Countergambit",C30,rnbqk1nr/ppp2ppp/3p4/2b1p3/1P2PP2/5N2/P1PP2PP/RNBQKB1R b KQkq,  e4 e5   f4 Bc5   Nf3 d6   b4
"King's Gambit Declined, Classical Variation, Rubinstein Countergambit",C30,rnbqk1nr/ppp3pp/3p4/2b1pp2/4PP2/2P2N2/PP1P2PP/RNBQKB1R w KQkq,  e4 e5   f4 Bc5   Nf3 d6   c3 f5
"King's Gambit Declined, Hobbs-Zilbermints Gambit",C30,r1bqkbnr/pppp1p2/2n4p/4p1P1/4P3/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Nc6   Nf3 g5   fxg5 h6
"King's Gambit Declined, Keene Defense",C30,rnb1kbnr/ppppqppp/8/4p3/4PP2/6P1/PPPP3P/RNBQKBNR w KQkq,  e4 e5   f4 Qh4+   g3 Qe7
"King's Gambit Declined, Mafia Defense",C30,rnbqkbnr/pp1p1ppp/8/2p1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 c5   f4 e5
"King's Gambit Declined, Miles Defense",C30,r1bqkbnr/pppp2pp/2n5/4pp2/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Nc6   Nf3 f5
"King's Gambit Declined, Norwalde Variation",C30,rnb1kbnr/pppp1ppp/5q2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Qf6
"King's Gambit Declined, Norwalde Variation, Schubert Variation",C30,rnb1kbnr/pppp1ppp/8/4p3/3PPq2/2N5/PPP3PP/R1BQKBNR b KQkq,  e4 e5   f4 Qf6   Nc3 Qxf4   d4
"King's Gambit Declined, Petrov's Defense",C30,rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Nf6
"King's Gambit Declined, Queen's Knight Defense",C30,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Nc6
"King's Gambit Declined, Senechaud Countergambit",C30,rnbqk1nr/pppp1p1p/8/2b1p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Bc5   Nf3 g5
"King's Gambit Declined, Soller-Zilbermints Gambit",C30,r1bqkbnr/pppp2pp/2n2p2/4P3/4P3/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f6   fxe5 Nc6
"King's Gambit Declined, Zilbermints Double Gambit",C30,r1bqkbnr/pppp1p1p/2n5/4p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Nc6   Nf3 g5
"King's Gambit Declined: Classical, Hanham Variation",C30,r1bqk1nr/pppn1ppp/3p4/2b1p3/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq,  e4 e5   f4 Bc5   Nf3 d6   Nc3 Nd7
"King's Gambit Declined: Classical, Reti Variation",C30,rnbqk1nr/ppp3pp/8/2b2p2/2BpP3/2P2N2/PP4PP/RNBQK2R b KQkq,  e4 e5   f4 Bc5   Nf3 d6   c3 f5   fxe5 dxe5   d4 exd4   Bc4
"King's Gambit Declined: Classical, Soldatenkov Variation",C30,rnbqk1nr/ppp2ppp/3p4/2b1P3/4P3/5N2/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 Bc5   Nf3 d6   fxe5
"King's Gambit Declined: Classical, Svenonius Variation",C30,r2qk2r/ppp2ppp/2np1n2/2b5/2B1Pp2/2NP1Q1P/PPP3P1/R1B1K2R w KQkq,  e4 e5   Bc4 Nc6   Nc3 Nf6   d3 Bc5   f4 d6   Nf3 Bg4   h3 Bxf3   Qxf3 exf4
King's Gambit Declined: Falkbeer Countergambit,C31,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5
"King's Gambit Declined: Falkbeer, Alapin Variation",C32,rnb1k2r/ppp2ppp/8/3q4/4nP2/8/PPPNQbPP/RNBK1B1R b kq,  e4 e5   f4 d5   exd5 e4   d3 Nf6   dxe4 Nxe4   Nf3 Bc5   Qe2 Bf2+   Kd1 Qxd5+   Nfd2
"King's Gambit Declined: Falkbeer, Charousek Gambit",C32,rnbqkb1r/ppp2ppp/8/3P4/4nP2/8/PPP1Q1PP/RNB1KBNR b KQkq,  e4 e5   f4 d5   exd5 e4   d3 Nf6   dxe4 Nxe4   Qe2
"King's Gambit Declined: Falkbeer, Charousek Variation",C32,rnb1kb1r/ppp3pp/8/3q1p2/4nPP1/8/PPPNQ2P/R1B1KBNR b KQkq,  e4 e5   f4 d5   exd5 e4   d3 Nf6   dxe4 Nxe4   Qe2 Qxd5   Nd2 f5   g4
"King's Gambit Declined: Falkbeer, Milner-Barry Variation",C31,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq,  e4 e5   f4 d5   Nc3
"King's Gambit Declined: Falkbeer, Rubinstein Variation",C31,rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq,  e4 e5   f4 d5   exd5 e4   Nc3 Nf6   Qe2
"King's Gambit Declined: Falkbeer, Tarrasch Variation",C32,rn1q1rk1/ppp2ppp/8/2bP1b2/4nPP1/5N2/PPP1Q2P/RNB1KB1R w KQ,  e4 e5   f4 d5   exd5 e4   d3 Nf6   dxe4 Nxe4   Nf3 Bc5   Qe2 Bf5   g4 O-O
King's Gambit Declined: Keene's Defense,C30,rnb1kbnr/pppp1ppp/8/4p3/4PP1q/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Qh4+
"King's Gambit Declined: Keene's Defense, 2. f4 Qh4+ 3. g3",C30,rnb1kbnr/pppp1ppp/8/4p3/4PP1q/6P1/PPPP3P/RNBQKBNR b KQkq,  e4 e5   f4 Qh4+   g3
"King's Gambit Declined: Norwalde Variation, Buecker Gambit",C30,rnb1k1nr/pppp1ppp/8/4p3/1bB1Pq2/2N2N2/PPPP2PP/R1BQK2R b KQkq,  e4 e5   f4 Qf6   Nc3 Qxf4   Nf3 Bb4   Bc4
"King's Gambit, Falkbeer Countergambit Accepted",C31,rnbqkbnr/ppp2ppp/8/3Pp3/5P2/8/PPPP2PP/RNBQKBNR b KQkq,  e4 e5   f4 d5   exd5
"King's Gambit, Falkbeer Countergambit, Anderssen Attack",C31,rnbqkbnr/ppp2ppp/8/1B1P4/4pP2/8/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   f4 d5   exd5 e4   Bb5+
"King's Gambit, Falkbeer Countergambit, Blackburne Attack",C31,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 d5   Nf3
"King's Gambit, Falkbeer Countergambit, Charousek Gambit",C31,rnbqkbnr/ppp2ppp/8/3P4/4pP2/3P4/PPP3PP/RNBQKBNR b KQkq,  e4 e5   f4 d5   exd5 e4   d3
"King's Gambit, Falkbeer Countergambit, Charousek Gambit Accepted",C32,rnbqkb1r/ppp2ppp/5n2/3P4/4PP2/8/PPP3PP/RNBQKBNR b KQkq,  e4 e5   f4 d5   exd5 e4   d3 Nf6   dxe4
"King's Gambit, Falkbeer Countergambit, Charousek Gambit, Keres Variation",C32,rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/3P4/PPPN2PP/R1BQKBNR b KQkq,  e4 e5   f4 d5   exd5 e4   d3 Nf6   Nd2
"King's Gambit, Falkbeer Countergambit, Charousek Gambit, Main Line",C32,rn1qk2r/ppp2ppp/8/2bP1b2/4nP2/5N2/PPP1Q1PP/RNB1KB1R w KQkq,  e4 e5   f4 d5   exd5 e4   d3 Nf6   dxe4 Nxe4   Nf3 Bc5   Qe2 Bf5
"King's Gambit, Falkbeer Countergambit, Charousek Gambit, Morphy Defense",C31,rnbqk2r/ppp2ppp/5n2/3P4/1b3P2/2NPp3/PPPB2PP/R2QKBNR w KQkq,  e4 e5   Nc3 Nf6   f4 d5   exd5 e4   d3 Bb4   Bd2 e3
"King's Gambit, Falkbeer Countergambit, Charousek Gambit, Old Line",C32,rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/3P4/PPP1Q1PP/RNB1KBNR b KQkq,  e4 e5   f4 d5   exd5 e4   d3 Nf6   Qe2
"King's Gambit, Falkbeer Countergambit, Hinrichsen Gambit",C31,rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP3PP/RNBQKBNR b KQkq,  e4 e5   f4 d5   d4
"King's Gambit, Falkbeer Countergambit, Miles Gambit",C31,rnbqk1nr/ppp2ppp/8/2bPp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 Bc5
"King's Gambit, Falkbeer Countergambit, Modern Transfer",C32,rnbqkbnr/ppp2ppp/8/3P4/5p2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 exf4
"King's Gambit, Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",C31,rnbqkbnr/pp3ppp/2p5/3Pp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 c6
"King's Gambit, Falkbeer Countergambit, Pickler Gambit",C31,rnbqk1nr/pp3ppp/2P5/2b1p3/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 c6   dxc6 Bc5
"King's Gambit, Falkbeer Countergambit, Staunton Line",C31,rnbqkbnr/ppp2ppp/8/3P4/4pP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 e4
King's Gambit: Panteldakis Countergambit,C30,rnbqkbnr/pppp2pp/8/4pp2/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f5
"King's Gambit: Panteldakis Countergambit, Greco Variation",C30,rnb1kbnr/pppp2pp/8/4pP2/5P1q/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f5   exf5 Qh4+
"King's Gambit: Panteldakis Countergambit, Pawn Sacrifice Line",C30,rnb1kbnr/ppppq2p/6P1/7Q/5p2/8/PPPP2PP/RNBK1BNR b kq,  e4 e5   f4 f5   exf5 exf4   Qh5+ g6   fxg6 Qe7+   Kd1
"King's Gambit: Panteldakis Countergambit, Schiller's Defense",C30,rnbqk1nr/pppp2pp/8/2b1pP2/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f5   exf5 Bc5
"King's Gambit: Panteldakis Countergambit, Shirazi Line",C30,rnbq1bnr/ppppk1pp/8/5P1Q/5p2/8/PPPP2PP/RNB1KBNR w KQ,  e4 e5   f4 f5   exf5 exf4   Qh5+ Ke7
"King's Gambit: Panteldakis Countergambit, Symmetrical Variation",C30,rnbqk1nr/ppp3pp/3b4/3p1P2/3P1p2/3B1N2/PPP3PP/RNBQK2R b KQkq,  e4 e5   f4 f5   exf5 exf4   Nf3 d5   d4 Bd6   Bd3
King's Gambit: Zilbermints Double Countergambit,C30,rnbqkbnr/pppp1p1p/8/4p1p1/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 g5
King's Indian Attack,A07,rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq,  Nf3 d5   g3
"King's Indian Attack, 2. g3 d5",A08,rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 Nf6   g3 d5
King's Indian Attack: Double Fianchetto,A07,rnbqkbnr/ppp1pp1p/6p1/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 g6
King's Indian Attack: French Variation,A08,r1bqkbnr/pp2pppp/2n5/2pp4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq,  Nf3 d5   g3 c5   Bg2 Nc6
King's Indian Attack: Keres Variation,A07,rn1qkbnr/ppp1pppp/8/3p4/6b1/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 Bg4
"King's Indian Attack: Keres Variation, 2. g3 Bg4 3. Bg2 Nd7",A07,r2qkbnr/pppnpppp/8/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R w KQkq,  Nf3 d5   g3 Bg4   Bg2 Nd7
King's Indian Attack: Omega-Delta Gambit,A07,rnbqkbnr/ppp2ppp/8/3pp3/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 e5
King's Indian Attack: Pachman System,A07,rnbqk2r/ppp1npbp/6p1/3pp3/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w kq,  Nf3 d5   g3 g6   Bg2 Bg7   O-O e5   d3 Ne7
King's Indian Attack: Sicilian Variation,A07,rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 c5
"King's Indian Attack: Sicilian Variation, 2. g3 c5 3. Bg2",A08,rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq,  Nf3 d5   g3 c5   Bg2
"King's Indian Attack: Sicilian Variation, 7. O-O O-O 8. Re1",A08,r1bq1rk1/pp2bppp/2n1pn2/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQR1K1 b -,  e4 e6   d3 d5   Nd2 Nf6   Ngf3 c5   g3 Nc6   Bg2 Be7   O-O O-O   Re1
King's Indian Attack: Smyslov Variation,A05,rnbqkb1r/pppppp1p/5np1/8/1P6/5NP1/P1PPPP1P/RNBQKB1R b KQkq,  Nf3 Nf6   g3 g6   b4
King's Indian Attack: Spassky Variation,A05,rnbqkb1r/p1pppppp/5n2/1p6/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 Nf6   g3 b5
King's Indian Attack: Symmetrical Defense,A05,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 Nf6   g3 g6
King's Indian Attack: Wahls Defense,A05,rnbq1rk1/ppp1ppbp/5np1/3p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w -,  Nf3 Nf6   g3 g6   Bg2 Bg7   O-O O-O   d3 d5
King's Indian Attack: Yugoslav Variation,A07,rn1qkb1r/pp2pppp/2p2n2/3p4/6b1/5NP1/PPPPPPBP/RNBQ1RK1 w kq,  Nf3 Nf6   g3 d5   Bg2 c6   O-O Bg4
King's Indian Defense,E61,rnbqk2r/ppppppbp/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 Nf6   c4 g6   Nc3 Bg7
King's Indian Defense: 3. Nc3,E61,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq,  d4 Nf6   c4 g6   Nc3
King's Indian Defense: Accelerated Averbakh Variation,E70,rnbqk2r/ppp1ppbp/3p1np1/6B1/2PPP3/2N5/PP3PPP/R2QKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Bg5
King's Indian Defense: Averbakh Variation,E73,rnbq1rk1/ppp1ppbp/3p1np1/6B1/2PPP3/2N5/PP2BPPP/R2QK1NR b KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5
"King's Indian Defense: Averbakh Variation, Benoni Defense",E74,rnbq1rk1/pp2ppbp/3p1np1/2p3B1/2PPP3/2N5/PP2BPPP/R2QK1NR w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 c5
"King's Indian Defense: Averbakh Variation, Benoni Defense, Advance Variation",E75,rnbq1rk1/pp2ppbp/3p1np1/2pP2B1/2P1P3/2N5/PP2BPPP/R2QK1NR b KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 c5   d5
"King's Indian Defense: Averbakh Variation, Benoni Defense, Exchange Variation",E74,rnbq1rk1/pp2ppbp/3p1np1/2P3B1/2P1P3/2N5/PP2BPPP/R2QK1NR b KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 c5   dxc5
"King's Indian Defense: Averbakh Variation, Flexible Defense",E73,rnbq1rk1/ppp1ppb1/3p1npp/6B1/2PPP3/2N5/PP2BPPP/R2QK1NR w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 h6
"King's Indian Defense: Averbakh Variation, Geller Defense",E73,r1bq1rk1/pppnppbp/3p1np1/6B1/2PPP3/2N5/PP2BPPP/R2QK1NR w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 Nbd7
"King's Indian Defense: Averbakh Variation, Modern Defense",E73,r1bq1rk1/ppp1ppbp/n2p1np1/6B1/2PPP3/2N5/PP2BPPP/R2QK1NR w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 Na6
"King's Indian Defense: Averbakh Variation, Modern Defense, Burgess Line",E73,r1bq1rk1/pp2ppbp/n1pp1np1/6B1/2PPP3/2N5/PP1QBPPP/R3K1NR w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 Na6   Qd2 c6
"King's Indian Defense: Averbakh Variation, Nc6 Defense",E73,r1bq1rk1/ppp1ppbp/2np1np1/6B1/2PPP3/2N5/PP2BPPP/R2QK1NR w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 Nc6
"King's Indian Defense: Averbakh Variation, Spanish Defense",E73,rnbq1rk1/1pp1ppbp/p2p1np1/6B1/2PPP3/2N5/PP2BPPP/R2QK1NR w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Be2 O-O   Bg5 a6
King's Indian Defense: Exchange Variation,E92,rnbq1rk1/ppp2pbp/3p1np1/4P3/2P1P3/2N2N2/PP2BPPP/R1BQK2R b KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   Nf3 O-O   Be2 e5   dxe5
"King's Indian Defense: Fianchetto Variation, Benjamin Defense",E61,rnb2rk1/pp2ppbp/1qpp1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w -,  d4 Nf6   Nf3 g6   g3 Bg7   Bg2 O-O   O-O d6   c4 c6   Nc3 Qb6
"King's Indian Defense: Fianchetto Variation, Classical Fianchetto",E67,r1bq1rk1/pppn1pbp/3p1np1/4p3/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w -,  d4 Nf6   c4 g6   Nf3 Bg7   g3 O-O   Bg2 d6   O-O Nbd7   Nc3 e5
"King's Indian Defense: Fianchetto Variation, Classical Main Line",E69,r1bq1rk1/pp1n1pbp/2pp1np1/4p3/2PPP3/2N2NPP/PP3PB1/R1BQ1RK1 b -,  d4 Nf6   c4 g6   Nf3 Bg7   g3 O-O   Bg2 d6   O-O Nbd7   Nc3 e5   e4 c6   h3
